ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト,塗布材料
SC0002642,1500m,製造,YC-08,28.36,50.6,0.9,120.06,122.06,1020.3,1038,0.01072,89.07,False,A
SC0002643,1200m,製造,YC-08,27.64,50.3,0.9,120.0,122.02,1020.3,483,0.01058,89.04,False,A
SC0002644,1200m,製造,YC-08,28.09,50.2,0.9,120.0,122.04,1020.2,358,0.01046,89.03,False,A
SC0002645,1200m,製造,YC-08,28.28,50.6,0.9,120.0,122.0,1020.0,977,0.01049,89.03,True,A
SC0002646,1000m,製造,YC-08,27.65,50.3,0.9,120.01,122.01,1020.1,327,0.01044,89.01,False,A
SC0002647,1200m,製造,YC-08,28.93,51.1,0.9,120.07,122.03,1020.2,1732,0.01258,89.1,True,A
SC0002648,1200m,製造,YC-08,27.18,50.1,0.9,120.01,122.0,1020.0,132,0.01017,89.02,False,A
SC0002649,1000m,製造,YC-08,28.65,50.6,0.9,120.14,122.06,1020.3,1038,0.01082,89.09,False,A
SC0002650,1200m,製造,YC-08,27.36,50.2,0.9,120.0,122.0,1020.0,275,0.01016,89.03,False,A
SC0002651,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.02,1020.2,1385,0.01124,89.05,False,A
SC0002652,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.1,691,0.01055,89.03,False,A
SC0002653,1000m,製造,YC-08,30.44,51.3,0.9,120.32,122.64,1021.5,2405,0.01286,89.11,True,A
SC0002654,1500m,製造,YC-08,27.14,50.4,0.9,120.0,122.4,1021.8,344,0.01069,89.2,False,A
SC0002655,1000m,試作品,YC-08,28.5,50.7,0.9,120.05,122.06,1020.2,1145,0.01193,89.04,True,A
SC0002656,1000m,製造,YC-08,27.08,50.1,0.9,120.05,122.02,1020.1,122,0.01006,89.04,False,A
SC0002657,1500m,製造,YC-08,27.29,50.1,0.9,120.05,122.07,1020.3,219,0.01035,89.07,False,A
SC0002658,500m,製造,YC-08,28.67,50.8,0.9,120.02,122.01,1020.1,1274,0.01215,89.06,False,A
SC0002659,500m,製造,YC-08,28.82,50.9,0.9,120.05,122.05,1020.4,1385,0.01288,89.07,False,A
SC0002660,1200m,製造,YC-08,28.73,50.6,0.9,120.08,122.02,1020.2,1038,0.01072,89.04,False,A
SC0002661,1500m,製造,YC-08,28.45,,0.9,120.0,122.09,1020.2,1107,0.0111,89.08,False,A
SC0002662,1000m,製造,YC-08,27.46,50.3,0.9,120.0,122.02,1020.0,549,0.01044,89.06,False,A
SC0002663,500m,製造,YC-08,27.82,50.3,0.9,120.0,122.24,1020.5,552,0.0106,89.04,False,A
SC0002664,1000m,試作品,YC-08,27.43,50.3,0.9,120.0,122.03,1020.1,517,0.01046,89.07,False,A
SC0002665,1200m,製造,YC-08,29.97,50.6,0.9,120.0,122.5,1021.6,1038,0.01216,89.05,False,A
SC0002666,1200m,製造,YC-08,28.64,50.8,0.902,120.0,122.04,1020.9,1246,0.01173,89.06,False,A
SC0002667,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.09,1020.3,691,0.01158,89.05,False,A
SC0002668,1000m,製造,YC-08,28.0,50.6,0.9,120.4,122.27,1020.6,968,0.01087,89.08,False,A
SC0002669,1000m,製造,YC-08,27.3,50.1,0.9,120.05,122.06,1020.2,674,0.01067,89.02,False,A
SC0002670,500m,製造,YC-08,28.28,50.6,0.9,120.05,122.07,1020.2,972,0.01106,89.03,True,A
SC0002671,1000m,製造,YC-08,27.47,50.2,0.9,120.03,122.02,1020.1,247,0.01017,89.06,False,A
SC0002672,500m,製造,YC-08,29.74,50.9,0.902,120.0,122.01,1020.5,772,0.01146,89.03,False,A
SC0002673,1000m,製造,YC-08,27.73,50.3,0.9,120.09,122.01,1020.1,552,0.01038,89.02,True,A
SC0002674,1200m,製造,YC-08,30.33,51.3,0.9,120.0,122.25,1021.0,1288,0.01192,89.05,False,A
SC0002675,1200m,製造,YC-08,27.64,50.3,0.9,120.0,122.04,1020.3,483,0.01048,89.04,False,A
SC0002676,500m,製造,YC-08,28.42,50.7,0.9,120.0,122.0,1020.0,1083,0.01043,89.06,False,A
SC0002677,1200m,製造,YC-08,27.4,51.3,0.9,120.09,122.19,1020.7,1246,0.01124,89.05,True,A
SC0002678,300m,製造,YC-08,,50.8,0.9,120.43,122.17,1020.8,2021,0.0118,89.13,False,A
SC0002679,1200m,製造,YC-08,28.82,50.9,0.9,120.15,122.29,1020.3,1385,0.01096,89.09,False,A
SC0002680,1200m,製造,YC-08,27.49,50.2,0.9,120.0,122.05,1020.2,370,0.01081,89.02,False,A
SC0002681,1000m,試作品,YC-08,28.23,50.3,0.9,120.05,122.09,1020.2,417,0.01058,89.05,False,A
SC0002682,1200m,製造,YC-08,28.6,50.8,0.9,120.0,122.16,1020.3,1218,0.01121,89.05,False,A
SC0002683,1500m,製造,YC-08,28.4,50.6,0.9,120.08,122.01,1020.2,977,0.01087,89.05,True,A
SC0002684,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.05,1020.2,691,0.01055,89.05,False,A
SC0002685,1000m,製造,YC-08,28.09,50.5,0.9,120.0,122.01,1020.0,830,0.01082,89.06,False,A
SC0002686,1200m,製造,YC-08,28.89,50.9,0.9,120.23,122.23,1020.5,1439,0.01128,89.05,False,A
SC0002687,1000m,製造,YC-08,28.54,50.3,0.9,120.03,122.03,1020.1,552,0.01066,89.09,False,A
SC0002688,1000m,製造,YC-08,27.7,50.4,0.9,120.0,122.11,1020.5,587,0.01064,89.08,False,A
SC0002689,1200m,製造,YC-08,27.33,50.2,0.9,120.0,122.05,1020.2,247,0.01027,89.01,False,A
SC0002690,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.0,691,0.01069,89.04,False,A
SC0002691,1200m,製造,YC-08,29.28,50.5,0.9,120.0,122.01,1020.1,830,0.01049,89.05,False,A
SC0002692,1000m,製造,YC-08,27.04,50.1,0.9,120.0,122.0,1020.0,136,0.01007,89.03,False,A
SC0002693,1200m,製造,YC-08,30.18,51.5,0.9,120.0,122.46,1020.9,2426,0.01288,89.15,False,A
SC0002694,1200m,製造,YC-08,27.28,50.1,0.9,120.03,122.02,1020.0,219,0.01024,89.04,False,A
SC0002695,500m,製造,YC-08,27.36,50.2,0.9,120.05,122.03,1020.1,275,0.01025,89.04,False,A
SC0002696,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.2,691,0.0111,89.09,False,A
SC0002697,1000m,製造,YC-08,30.18,51.5,0.9,120.92,122.46,1021.9,2426,0.01288,89.14,False,A
SC0002698,1200m,製造,YC-08,28.59,50.8,0.9,120.01,122.0,1020.0,1211,0.01156,89.04,False,A
SC0002699,1000m,試作品,YC-08,27.99,50.4,0.9,120.0,122.02,1020.1,575,0.01137,89.02,False,A
SC0002700,500m,製造,YC-08,27.2,50.4,0.9,120.05,122.02,1020.2,621,0.01111,89.03,False,A
SC0002701,1500m,製造,YC-08,29.18,51.0,0.9,120.0,122.01,1020.0,1662,0.01099,89.05,False,A
SC0002702,1200m,製造,YC-08,27.7,50.3,0.9,120.0,122.06,1020.2,535,0.01032,89.03,False,A
SC0002703,1000m,試作品,YC-08,28.09,50.5,0.9,120.0,122.01,1020.0,767,0.01091,89.03,False,A
SC0002704,1000m,製造,YC-08,30.7,50.9,0.9,120.0,122.09,1020.2,1454,0.0113,89.05,False,A
SC0002705,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.17,1020.2,803,0.01055,89.06,False,A
SC0002706,1500m,製造,YC-08,27.55,50.3,0.9,120.23,122.01,1020.1,413,0.01041,89.05,False,A
SC0002707,1000m,製造,YC-08,28.36,50.6,0.9,120.23,122.02,1020.2,1038,0.01072,89.05,False,A
SC0002708,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.09,1020.3,691,0.01089,89.07,False,A
SC0002709,100m,研究所テスト,YC-08,27.16,50.1,0.9,120.08,122.08,1020.2,122,0.01014,89.03,True,A
SC0002710,500m,製造,YC-08,27.76,50.4,0.9,120.0,122.02,1020.0,575,0.01057,89.02,False,A
SC0002711,1200m,製造,YC-08,27.83,50.2,0.9,120.02,122.04,1020.1,344,0.01031,89.05,False,A
SC0002712,1200m,製造,YC-08,29.24,50.5,0.9,120.0,122.02,1020.0,916,0.0103,89.05,False,A
SC0002713,1200m,製造,YC-08,27.52,50.2,0.9,120.05,122.01,1020.1,393,0.0102,89.02,False,A
SC0002714,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.31,1020.6,1662,0.01132,89.06,False,A
SC0002715,500m,製造,YC-08,28.6,50.8,0.9,120.02,122.0,1020.1,1220,0.01133,89.09,False,A
SC0002716,1200m,製造,YC-08,27.7,50.3,0.9,120.0,122.01,1020.1,330,0.0104,89.03,True,A
SC0002717,1500m,試作品,YC-08,27.73,50.3,0.9,120.04,122.01,1020.1,552,0.01071,89.03,True,A
SC0002718,1000m,製造,YC-08,27.52,50.7,0.9,120.52,122.31,1020.9,686,0.01082,89.04,False,A
SC0002719,1200m,製造,YC-08,28.71,50.4,0.9,120.12,122.02,1020.6,691,0.01076,89.05,False,A
SC0002720,1000m,試作品,YC-08,27.22,50.2,0.9,120.09,122.09,1020.2,275,0.01041,89.04,False,A
SC0002721,1200m,製造,YC-08,27.77,50.4,0.9,120.0,122.01,1020.1,657,0.01053,89.04,False,A
SC0002722,1200m,試作品,YC-08,28.14,50.5,0.9,120.0,122.07,1020.2,868,0.01078,89.07,True,A
SC0002723,300m,製造,YC-08,27.45,50.2,0.9,120.03,122.0,1020.0,344,0.01021,89.03,False,A
SC0002724,1500m,製造,YC-08,28.64,50.8,0.9,120.0,122.07,1021.0,1246,0.01111,89.05,True,A
SC0002725,1200m,製造,YC-08,28.12,50.5,0.9,120.01,122.01,1020.0,849,0.01076,89.03,False,A
SC0002726,500m,製造,YC-08,30.3,50.7,0.9,120.05,122.01,1020.1,1107,0.0111,89.05,False,A
SC0002727,500m,製造,YC-08,27.58,50.3,0.9,120.0,122.02,1020.1,441,0.0104,89.05,False,A
SC0002728,500m,製造,YC-08,31.38,51.3,0.9,120.14,122.05,1020.2,2079,0.01247,89.08,False,A
SC0002729,1200m,製造,YC-08,29.15,50.9,0.9,120.0,122.04,1020.1,1419,0.01127,89.09,False,A
SC0002730,1000m,製造,YC-08,27.91,50.4,0.9,120.05,122.09,1020.1,691,0.01082,89.05,False,A
SC0002731,1200m,製造,YC-08,27.87,50.4,0.9,120.0,122.09,1020.2,621,0.01037,89.04,False,A
SC0002732,1500m,製造,YC-08,29.43,50.9,0.9,120.0,122.24,1020.8,1454,0.0113,89.08,False,A
SC0002733,1500m,製造,YC-08,27.61,50.3,0.9,120.0,122.0,1020.0,413,0.01033,89.03,True,A
SC0002734,100m,研究所テスト,YC-08,28.45,51.4,0.9,120.25,122.03,1020.7,2426,0.01216,89.08,False,A
SC0002735,500m,製造,YC-08,27.91,50.4,0.9,120.05,122.09,1020.1,691,0.01034,89.02,False,A
SC0002736,500m,試作品,YC-08,27.15,50.3,0.9,120.11,122.11,1020.4,530,0.01095,89.09,True,A
SC0002737,1200m,製造,YC-08,27.94,50.4,0.9,120.0,122.0,1020.0,712,0.01021,89.06,False,A
SC0002738,1500m,製造,YC-08,28.07,50.3,0.9,120.45,122.18,1021.4,535,0.01075,89.05,False,A
SC0002739,1000m,製造,YC-08,27.68,50.3,0.9,120.09,122.01,1020.2,517,0.01093,89.06,False,A
SC0002740,1000m,製造,YC-08,28.42,50.4,0.9,120.0,122.02,1020.0,765,0.01034,89.04,False,A
SC0002741,100m,研究所テスト,YC-08,30.18,51.5,0.9,120.05,122.04,1020.2,2426,0.01409,89.08,True,A
SC0002742,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.01,1020.1,830,0.01091,89.03,True,A
SC0002743,1200m,製造,YC-08,27.08,50.1,0.9,120.09,122.09,1020.6,101,0.01019,89.08,False,A
SC0002744,1200m,製造,YC-08,27.71,50.9,0.9,120.0,122.05,1020.2,1496,0.01163,89.09,True,A
SC0002745,1200m,製造,YC-08,29.04,51.0,0.9,120.0,122.44,1021.1,1551,0.01154,89.09,False,A
SC0002746,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.02,1020.1,691,0.01034,89.03,False,A
SC0002747,300m,製造,YC-08,28.74,50.8,0.9,120.02,122.01,1020.0,1324,0.01105,89.04,False,A
SC0002748,1200m,製造,YC-08,27.9,50.5,0.9,120.0,122.45,1021.2,807,0.01072,89.11,False,A
SC0002749,500m,製造,YC-08,28.28,50.6,0.9,120.13,122.1,1020.9,859,0.01247,89.05,False,A
SC0002750,1000m,製造,YC-08,28.48,50.3,0.9,120.03,122.07,1020.1,458,0.01032,89.06,False,A
SC0002751,1200m,製造,YC-08,28.86,50.9,0.9,120.0,122.1,1020.3,1419,0.01169,89.04,False,A
SC0002752,1000m,試作品,YC-08,27.83,50.4,0.9,120.0,122.07,1020.1,628,0.01094,89.05,False,A
SC0002753,1200m,製造,YC-08,27.12,50.6,0.9,120.28,122.34,1021.2,996,0.01109,89.08,False,A
SC0002754,500m,製造,YC-08,28.11,50.5,0.9,120.09,122.02,1020.1,844,0.01092,89.05,False,A
SC0002755,1200m,製造,YC-08,30.18,51.5,0.9,120.0,122.06,1020.2,2426,0.01313,89.09,False,A
SC0002756,30m,研究所テスト,YC-08,30.18,51.5,0.9,120.0,122.02,1020.0,2426,0.01096,89.08,False,A
SC0002757,1000m,製造,YC-08,27.91,50.4,0.9,120.06,122.01,1020.3,691,0.01076,89.05,True,A
SC0002758,1500m,製造,YC-08,27.73,50.3,0.9,120.05,122.09,1020.2,552,0.01038,89.07,False,A
SC0002759,1000m,製造,YC-08,27.5,50.9,0.9,120.05,122.09,1020.3,1385,0.01247,89.09,False,A
SC0002760,1500m,製造,YC-08,28.34,50.6,0.9,120.18,122.05,1020.2,1017,0.01121,89.06,False,A
SC0002761,300m,製造,YC-08,28.21,50.8,0.9,120.14,122.02,1020.2,1322,0.01131,89.07,False,A
SC0002762,1500m,製造,YC-08,29.18,51.0,0.9,120.0,122.26,1020.7,1662,0.01264,89.09,False,A
SC0002763,1000m,製造,YC-08,27.98,50.5,0.9,120.02,122.02,1020.1,743,0.01074,89.03,False,A
SC0002764,1200m,製造,YC-08,27.67,50.5,0.9,120.0,122.09,1020.2,795,0.01079,89.04,False,A
SC0002765,500m,製造,YC-08,29.97,50.8,0.9,120.0,122.05,1020.2,1246,0.01074,89.06,False,A
SC0002766,500m,製造,YC-08,28.85,50.4,0.9,120.01,122.01,1020.0,603,0.01104,89.04,False,A
SC0002767,300m,製造,YC-08,31.05,52.0,0.9,120.0,122.04,1020.1,2426,0.01192,89.1,False,A
SC0002768,1200m,製造,YC-08,29.15,51.3,0.9,120.0,122.46,1021.1,2079,0.01227,89.08,False,A
SC0002769,1200m,研究所テスト,YC-08,28.28,51.0,0.9,120.0,122.09,1020.1,1688,0.01167,89.05,True,A
SC0002770,1500m,製造,YC-08,28.36,50.6,0.9,120.53,122.35,1020.9,1038,0.01134,89.29,False,A
SC0002771,1200m,製造,YC-08,28.29,50.3,0.9,120.0,122.07,1020.1,483,0.01043,89.07,False,A
SC0002772,1000m,製造,YC-08,32.63,52.2,0.9,120.05,122.06,1020.2,1940,0.01173,89.06,False,A
SC0002773,1000m,製造,YC-08,29.65,51.0,0.9,120.01,122.02,1020.0,899,0.01045,89.04,False,A
SC0002774,1000m,製造,YC-08,28.18,50.4,0.9,120.21,122.21,1020.2,691,0.01055,89.07,False,A
SC0002775,1000m,製造,YC-08,28.79,50.8,0.9,120.01,122.03,1020.0,1367,0.01176,89.04,False,A
SC0002776,1200m,製造,YC-08,29.81,50.6,0.9,120.11,122.13,1020.3,1038,0.01113,89.04,False,A
SC0002777,500m,製造,YC-08,28.45,51.5,0.9,120.0,122.06,1020.4,2426,0.01288,89.08,True,A
SC0002778,1000m,製造,YC-08,27.91,50.4,0.9,120.05,122.09,1020.3,691,0.01069,89.04,True,A
SC0002779,1000m,製造,YC-08,28.44,50.4,0.9,120.01,122.01,1020.0,613,0.01024,89.03,False,A
SC0002780,500m,製造,YC-08,28.82,50.9,0.9,120.0,122.14,1020.4,1340,0.01151,89.07,False,A
SC0002781,100m,研究所テスト,YC-08,28.58,50.6,0.9,120.0,122.02,1020.1,1137,0.01056,89.03,False,A
SC0002782,1200m,製造,YC-08,27.53,50.2,0.9,120.0,122.0,1020.1,413,0.01041,89.1,False,A
SC0002783,1200m,試作品,YC-08,29.21,50.5,0.9,120.05,122.03,1020.0,760,0.01045,89.05,False,A
SC0002784,1200m,製造,YC-08,30.44,51.3,0.901,120.0,122.04,1021.4,1662,0.01198,89.07,True,A
SC0002785,500m,製造,YC-08,29.23,51.1,0.9,120.0,122.01,1020.1,1702,0.01135,89.13,False,A
SC0002786,1500m,製造,YC-08,28.11,50.5,0.9,120.16,122.1,1020.2,842,0.01092,89.04,False,A
SC0002787,1200m,製造,YC-08,30.44,51.3,0.9,120.0,122.04,1020.7,1059,0.01088,89.05,False,A
SC0002788,1200m,製造,YC-08,28.16,50.4,0.9,120.0,122.04,1020.4,691,0.01165,89.1,False,A
SC0002789,1000m,製造,YC-08,29.27,51.1,0.9,120.07,122.04,1020.3,1732,0.01584,89.06,False,A
SC0002790,500m,製造,YC-08,27.28,50.4,0.9,120.02,122.01,1020.1,1003,0.0105,89.1,False,A
SC0002791,1500m,製造,YC-08,27.6,50.3,0.9,120.05,122.09,1020.1,453,0.01032,89.01,False,A
SC0002792,500m,製造,YC-08,28.04,50.4,0.9,120.03,122.02,1020.2,1246,0.01223,89.05,False,A
SC0002793,1200m,製造,YC-08,27.95,50.4,0.9,120.07,122.02,1020.1,719,0.01086,89.08,False,A
SC0002794,1000m,製造,YC-08,27.69,50.3,0.9,120.03,122.01,1020.0,748,0.01067,89.07,False,A
SC0002795,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.02,1020.1,1038,0.01124,89.05,False,A
SC0002796,1200m,製造,YC-08,27.49,50.2,0.9,120.0,122.05,1020.1,370,0.01011,89.01,False,A
SC0002797,1500m,製造,YC-08,27.45,50.1,0.9,120.0,122.0,1020.0,205,0.01019,89.02,True,A
SC0002798,1500m,製造,YC-08,28.09,50.5,0.9,120.0,122.03,1020.1,803,0.01107,89.09,False,A
SC0002799,1200m,製造,YC-08,28.5,50.7,0.9,120.0,122.09,1020.2,1142,0.01125,89.04,False,A
SC0002800,1500m,製造,YC-08,28.15,50.5,0.9,120.09,122.01,1020.1,878,0.01096,89.04,True,A
SC0002801,300m,製造,YC-08,28.82,50.9,0.9,120.0,122.02,1020.1,1388,0.01165,89.09,False,A
SC0002802,1000m,製造,YC-08,27.99,50.4,0.9,120.12,122.24,1020.7,1385,0.01151,89.06,False,A
SC0002803,1500m,製造,YC-08,28.64,50.8,0.9,120.15,122.15,1020.8,1246,0.01136,89.07,False,A
SC0002804,500m,製造,YC-08,27.21,50.1,0.9,120.05,122.01,1020.0,157,0.01008,89.03,False,A
SC0002805,1200m,製造,YC-08,27.57,50.3,0.9,120.21,122.11,1020.2,431,0.01052,89.03,False,A
SC0002806,500m,製造,YC-08,29.68,50.8,0.9,120.05,122.09,1020.4,1246,0.0126,89.05,False,A
SC0002807,1000m,製造,YC-08,28.14,50.5,0.9,120.05,122.01,1020.2,864,0.01112,89.08,False,A
SC0002808,1200m,製造,YC-08,27.3,50.3,0.9,120.0,122.0,1020.0,413,0.01033,89.03,False,A
SC0002809,1200m,製造,YC-08,27.52,50.2,0.9,120.02,122.02,1020.1,391,0.01023,89.02,False,A
SC0002810,1200m,製造,YC-08,30.18,51.5,0.9,120.0,122.33,1021.4,2426,0.01192,89.08,False,A
SC0002811,500m,試作品,YC-08,28.45,50.7,0.9,120.05,122.01,1020.1,1107,0.01066,89.11,False,A
SC0002812,500m,製造,YC-08,29.73,51.3,0.9,120.19,122.04,1020.7,2084,0.01186,89.06,False,A
SC0002813,1200m,製造,YC-08,27.79,50.3,0.9,120.0,122.03,1020.1,663,0.01053,89.03,False,A
SC0002814,1200m,製造,YC-08,28.3,50.7,0.9,120.01,122.01,1020.0,663,0.01059,89.09,False,A
SC0002815,1500m,製造,YC-08,29.41,50.8,0.9,120.0,122.13,1020.3,1315,0.01104,89.05,False,A
SC0002816,500m,製造,YC-08,28.85,50.9,0.9,120.24,122.13,1020.9,691,0.0113,89.07,False,A
SC0002817,1000m,製造,YC-08,27.89,50.3,0.9,120.06,122.12,1020.3,542,0.01049,89.05,False,A
SC0002818,500m,製造,YC-08,28.36,50.6,0.9,120.0,122.02,1020.2,1038,0.01155,89.07,False,A
SC0002819,1000m,製造,YC-08,28.82,50.9,0.9,120.0,122.07,1020.2,1385,0.01234,89.04,False,A
SC0002820,1200m,製造,YC-08,27.4,50.2,0.9,120.0,122.11,1020.9,621,0.01124,89.07,False,A
SC0002821,1500m,試作品,YC-08,28.05,50.5,0.9,120.0,122.02,1020.0,795,0.01087,89.05,False,A
SC0002822,1500m,製造,YC-08,27.53,51.0,0.9,120.2,122.4,1020.8,1662,0.01247,89.15,False,A
SC0002823,300m,製造,YC-08,28.74,50.8,0.9,120.13,122.27,1020.8,1324,0.01302,89.04,False,A
SC0002824,1500m,製造,YC-08,28.85,50.6,0.9,120.05,122.05,1020.2,968,0.01087,89.07,False,A
SC0002825,1000m,製造,YC-08,27.86,50.5,0.9,120.02,122.01,1020.1,507,0.01091,89.02,False,A
SC0002826,1000m,製造,YC-08,28.0,50.5,0.9,120.09,122.09,1020.1,760,0.01091,89.06,False,A
SC0002827,1200m,製造,YC-08,28.67,50.8,0.9,120.01,122.02,1020.0,1270,0.01139,89.08,False,A
SC0002828,500m,製造,YC-08,28.81,50.8,0.9,120.02,122.01,1020.1,1138,0.01136,89.06,False,A
SC0002829,1200m,製造,YC-08,28.49,50.5,0.9,120.0,122.19,1021.4,830,0.01099,89.07,False,A
SC0002830,1200m,製造,YC-08,28.21,50.6,0.9,120.0,122.31,1020.4,920,0.01064,89.04,False,A
SC0002831,1200m,製造,YC-08,28.01,50.5,0.9,120.0,122.04,1020.2,767,0.01084,89.03,False,A
SC0002832,1000m,製造,YC-08,28.54,50.9,0.9,120.03,122.01,1020.1,1385,0.01206,89.06,False,A
SC0002833,1000m,試作品,YC-08,27.43,50.8,0.9,120.0,122.61,1021.9,1211,0.01168,89.13,False,A
SC0002834,1200m,製造,YC-08,29.87,50.7,0.9,120.0,122.17,1020.2,1062,0.01084,89.04,False,A
SC0002835,1200m,製造,YC-08,28.44,50.7,0.9,120.0,122.01,1020.1,1097,0.01131,89.03,True,A
SC0002836,1500m,製造,YC-08,27.87,50.4,0.9,120.0,122.01,1020.1,663,0.01046,89.06,False,A
SC0002837,100m,研究所テスト,YC-08,28.21,50.9,0.9,120.0,122.1,1020.5,1454,0.01173,89.08,True,A
SC0002838,1000m,製造,YC-08,27.76,50.2,0.901,120.02,122.01,1020.0,433,0.01017,89.03,False,A
SC0002839,1000m,製造,YC-08,28.36,50.6,0.9,120.09,122.09,1020.1,1038,0.01052,89.04,False,A
SC0002840,1200m,製造,YC-08,27.45,50.2,0.9,120.05,122.02,1020.1,344,0.01034,89.02,False,A
SC0002841,1200m,製造,YC-08,27.18,50.1,0.9,120.02,122.01,1020.0,132,0.01008,89.02,False,A
SC0002842,500m,製造,YC-08,28.36,50.8,0.9,120.0,122.11,1020.2,778,0.01062,89.05,False,A
SC0002843,1200m,製造,YC-08,28.0,50.5,0.9,120.01,122.01,1020.0,760,0.0106,89.03,True,A
SC0002844,500m,製造,YC-08,28.64,50.7,0.9,120.05,122.04,1020.2,1112,0.01121,89.06,False,A
SC0002845,1000m,製造,YC-08,28.78,50.8,0.9,120.05,122.06,1020.1,1355,0.01134,89.04,False,A
SC0002846,1000m,製造,YC-08,28.45,50.7,0.9,120.0,122.03,1020.3,1107,0.01154,89.08,False,A
SC0002847,1200m,製造,YC-08,28.79,50.8,0.9,120.0,122.2,1020.8,1367,0.01258,89.08,False,A
SC0002848,1000m,製造,YC-08,28.81,50.6,0.9,120.1,122.08,1020.6,968,0.01144,89.07,False,A
SC0002849,1000m,製造,YC-08,29.27,51.1,0.9,120.05,122.09,1020.1,1732,0.01155,89.05,False,A
SC0002850,1200m,製造,YC-08,28.6,50.8,0.9,120.0,122.04,1020.3,1218,0.01218,89.04,False,A
SC0002851,500m,製造,YC-08,29.22,51.0,0.9,120.15,122.29,1020.4,1695,0.01134,89.06,False,A
SC0002852,1200m,製造,YC-08,27.97,50.4,0.9,120.19,122.39,1020.8,497,0.0104,89.05,False,A
SC0002853,500m,試作品,YC-08,27.73,50.3,0.9,120.04,122.01,1020.0,552,0.01044,89.03,False,A
SC0002854,1000m,製造,YC-08,28.76,50.8,0.9,120.25,122.17,1020.4,1343,0.01133,89.05,True,A
SC0002855,500m,製造,YC-08,27.87,50.6,0.9,120.02,122.03,1020.1,1038,0.01206,89.04,False,A
SC0002856,300m,製造,YC-08,30.13,50.7,0.9,120.0,122.05,1020.2,1107,0.01198,89.08,False,A
SC0002857,1500m,試作品,YC-08,27.53,50.3,0.9,120.14,122.01,1020.1,403,0.0104,89.05,False,A
SC0002858,1500m,製造,YC-08,27.76,50.4,0.9,120.03,122.01,1020.1,580,0.01052,89.03,False,A
SC0002859,500m,製造,YC-08,27.31,50.5,0.9,120.0,122.0,1020.0,1940,0.01173,89.13,False,A
SC0002860,1200m,製造,YC-08,27.09,50.0,0.9,120.0,122.09,1020.7,66,0.01001,89.1,False,A
SC0002861,1000m,試作品,YC-08,28.24,50.3,0.9,120.02,122.0,1020.0,419,0.01063,89.03,False,A
SC0002862,1000m,製造,YC-08,31.14,51.6,0.9,120.38,122.25,1020.4,2426,0.0124,89.2,False,A
SC0002863,1000m,製造,YC-08,27.78,50.2,0.9,120.01,122.01,1020.0,327,0.01033,89.04,False,A
SC0002864,1200m,製造,YC-08,28.76,50.7,0.9,120.0,122.07,1020.2,1385,0.01137,89.1,False,A
SC0002865,1000m,製造,YC-08,28.64,50.8,0.9,120.0,122.06,1020.0,1246,0.01062,89.06,False,A
SC0002866,1200m,製造,YC-08,28.91,50.9,0.9,120.0,122.01,1020.2,1454,0.01159,89.09,False,A
SC0002867,1500m,製造,YC-08,27.68,50.3,0.9,120.0,122.01,1020.0,517,0.01036,89.03,False,A
SC0002868,1200m,製造,YC-08,27.18,50.1,0.9,120.0,122.02,1020.1,136,0.01021,89.03,False,A
SC0002869,1200m,製造,YC-08,27.24,50.5,0.9,120.05,122.09,1020.2,746,0.01089,89.13,False,A
SC0002870,100m,研究所テスト,YC-08,28.84,50.9,0.9,120.05,122.09,1020.2,1496,0.01178,89.09,False,A
SC0002871,1000m,製造,YC-08,27.99,50.6,0.9,120.09,122.09,1020.4,552,0.01082,89.04,False,A
SC0002872,500m,製造,YC-08,28.97,50.8,0.9,120.0,122.08,1020.6,717,0.01078,89.05,False,A
SC0002873,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.0,1020.0,1038,0.01052,89.08,False,A
SC0002874,1000m,試作品,YC-08,27.9,50.4,0.9,120.01,122.02,1020.0,682,0.01047,89.05,False,A
SC0002875,1000m,製造,YC-08,27.59,50.3,0.9,120.09,122.03,1020.1,448,0.01036,89.06,False,A
SC0002876,1200m,製造,YC-08,27.3,50.5,0.9,120.0,122.02,1020.0,830,0.01066,89.08,False,A
SC0002877,1500m,製造,YC-08,29.53,51.2,0.9,120.0,122.19,1020.5,1928,0.01306,89.06,False,A
SC0002878,1500m,製造,YC-08,28.82,50.9,0.9,120.38,122.38,1020.5,1385,0.0111,89.19,False,A
