ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト
SC0000878,1000m,製造,YC-08,27.89,50.8,0.9,120.05,122.01,1020.5,1246,0.01223,89.04,False
SC0000879,500m,製造,YC-08,28.41,50.7,0.9,120.05,122.02,1020.1,1072,0.01075,89.06,False
SC0000880,1200m,試作品,YC-08,28.27,50.6,0.9,120.02,122.01,1020.0,968,0.01087,89.04,False
SC0000881,1500m,製造,YC-08,27.87,50.4,0.9,120.09,122.07,1020.5,663,0.01086,89.06,False
SC0000882,1200m,製造,YC-08,27.85,50.6,0.9,120.05,122.02,1020.2,968,0.01115,89.08,False
SC0000883,1200m,製造,YC-08,29.51,51.2,0.9,120.0,122.09,1020.3,1910,0.01246,89.06,False
SC0000884,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.09,1020.1,830,0.01099,89.07,False
SC0000885,1500m,製造,YC-08,27.55,50.3,0.9,120.0,122.02,1020.1,413,0.01029,89.03,False
SC0000886,1500m,製造,YC-08,27.6,50.3,0.9,120.0,122.06,1020.2,455,0.01095,89.03,False
SC0000887,1000m,製造,YC-08,27.91,50.4,0.9,120.0,122.02,1020.1,691,0.01041,89.03,False
SC0000888,300m,製造,YC-08,27.3,50.8,0.9,120.05,122.09,1020.2,1246,0.01087,89.05,False
SC0000889,1000m,試作品,YC-08,28.15,50.5,0.9,120.07,122.02,1020.1,876,0.01104,89.05,False
SC0000890,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.0,1020.0,344,0.01017,89.03,False
SC0000891,1500m,製造,YC-08,27.9,51.1,0.9,120.03,122.04,1020.1,1732,0.01137,89.05,True
SC0000892,500m,製造,YC-08,28.84,50.9,0.9,120.05,122.06,1020.2,1402,0.01195,89.03,False
SC0000893,1000m,製造,YC-08,27.73,50.3,0.9,120.27,122.09,1020.1,552,0.01011,89.06,False
SC0000894,1200m,製造,YC-08,28.12,50.3,0.9,120.0,122.05,1020.3,431,0.01077,89.02,False
SC0000895,1200m,製造,YC-08,27.86,50.4,0.9,120.0,122.05,1020.0,656,0.01059,89.06,False
SC0000896,1200m,製造,YC-08,27.33,50.2,0.9,120.06,122.02,1020.1,252,0.01018,89.03,False
SC0000897,1200m,製造,YC-08,27.33,50.2,0.9,120.14,122.01,1020.4,247,0.01049,89.06,False
SC0000898,1000m,製造,YC-08,29.15,50.8,0.9,120.12,122.05,1020.3,899,0.01134,89.04,False
SC0000899,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.09,1020.2,344,0.01031,89.05,False
SC0000900,1200m,製造,YC-08,27.65,50.1,0.901,120.12,122.24,1020.5,205,0.01019,89.04,False
SC0000901,1000m,製造,YC-08,27.1,50.0,0.9,120.27,122.05,1020.3,144,0.01013,89.04,True
SC0000902,1200m,製造,YC-08,27.83,50.3,0.9,120.0,122.0,1020.0,344,0.01017,89.03,False
SC0000903,300m,製造,YC-08,27.34,51.1,0.9,120.0,122.03,1020.1,1732,0.01258,89.05,True
SC0000904,1200m,製造,YC-08,30.61,50.7,0.9,120.0,122.01,1020.3,1107,0.01154,89.06,False
SC0000905,1500m,製造,YC-08,27.33,50.2,0.9,120.0,122.04,1020.1,247,0.01027,89.05,False
SC0000906,500m,製造,YC-08,27.8,50.3,0.9,120.0,122.04,1020.6,295,0.01123,89.03,False
SC0000907,1200m,製造,YC-08,27.09,50.0,0.9,120.3,122.06,1020.4,66,0.01004,89.03,False
SC0000908,1200m,製造,YC-08,27.36,50.2,0.9,120.0,122.39,1021.3,273,0.0103,89.04,False
SC0000909,1000m,製造,YC-08,27.22,50.1,0.9,120.05,122.09,1020.2,151,0.0101,89.04,False
SC0000910,100m,製造,YC-08,27.72,50.4,0.9,120.0,122.0,1020.0,691,0.01027,89.02,False
SC0000911,1200m,製造,YC-08,27.64,50.3,0.9,120.11,122.07,1020.4,413,0.01025,89.03,True
SC0000912,500m,製造,YC-08,28.55,50.7,0.9,120.01,122.0,1020.0,1180,0.01082,89.07,False
SC0000913,1200m,製造,YC-08,30.18,51.5,0.9,120.0,122.06,1022.0,2426,0.0124,89.16,False
SC0000914,1000m,製造,YC-08,28.09,50.5,0.9,120.05,122.01,1020.2,830,0.01049,89.06,False
SC0000915,1200m,製造,YC-08,27.76,50.4,0.9,120.0,122.01,1020.0,575,0.01057,89.05,False
SC0000916,1500m,製造,YC-08,27.92,50.9,0.9,120.97,122.49,1020.7,1440,0.01157,89.12,False
SC0000917,1500m,製造,YC-08,27.14,50.2,0.9,120.0,122.02,1020.0,136,0.01011,89.05,False
SC0000918,1200m,製造,YC-08,28.82,50.9,0.9,120.04,122.01,1020.2,1385,0.01165,89.08,False
SC0000919,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.0,1020.0,419,0.01046,89.02,False
SC0000920,1000m,製造,YC-08,27.84,50.4,0.9,120.0,122.01,1020.0,639,0.01025,89.02,False
SC0000921,1000m,製造,YC-08,29.14,51.0,0.9,120.05,122.1,1020.2,1628,0.01161,89.04,True
SC0000922,500m,製造,YC-08,27.44,50.2,0.9,120.09,122.01,1020.1,330,0.01013,89.03,False
SC0000923,1200m,製造,YC-08,29.11,50.8,0.9,120.08,122.16,1020.3,1038,0.01072,89.04,False
SC0000924,500m,製造,YC-08,28.73,50.8,0.9,120.0,122.03,1020.3,1315,0.01183,89.05,False
SC0000925,1500m,製造,YC-08,27.14,50.1,0.9,120.02,122.03,1020.0,101,0.01004,89.04,False
SC0000926,1200m,製造,YC-08,28.64,50.8,0.9,120.0,122.06,1020.1,1246,0.01087,89.09,False
SC0000927,1200m,製造,YC-08,27.57,50.2,0.9,120.86,122.13,1021.9,621,0.01099,89.05,False
SC0000928,1200m,製造,YC-08,28.08,50.5,0.901,120.0,122.03,1020.9,968,0.01115,89.27,False
SC0000929,1500m,製造,YC-08,27.11,50.2,0.9,120.0,122.06,1020.3,344,0.01069,89.06,False
SC0000930,1500m,試作品,YC-08,27.21,50.1,0.9,120.01,122.01,1020.0,157,0.01017,89.02,False
SC0000931,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.03,1020.2,1038,0.01093,89.04,False
SC0000932,1200m,製造,YC-08,29.36,51.1,0.9,120.52,122.21,1020.8,1801,0.01179,89.07,False
SC0000933,500m,製造,YC-08,28.8,50.6,0.9,120.05,122.09,1020.3,941,0.01168,89.05,False
SC0000934,1000m,製造,YC-08,28.09,50.5,0.9,120.09,122.05,1020.2,830,0.01148,89.04,False
SC0000935,1000m,製造,YC-08,27.65,50.3,0.9,120.05,122.05,1020.1,491,0.01039,89.02,False
SC0000936,1000m,製造,YC-08,28.36,50.6,0.9,120.09,122.07,1020.2,1038,0.01165,89.08,False
SC0000937,300m,製造,YC-08,27.89,50.3,0.9,120.0,122.71,1022.7,1593,0.0119,89.1,False
SC0000938,1000m,製造,YC-08,32.5,51.2,0.9,120.0,122.11,1020.2,2004,0.01219,89.06,True
SC0000939,1500m,製造,YC-08,27.73,50.7,0.9,120.02,122.02,1020.1,795,0.01111,89.03,True
SC0000940,1000m,試作品,YC-08,27.66,50.9,0.9,120.0,122.07,1020.3,1388,0.01275,89.06,True
SC0000941,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.02,1020.1,1038,0.01113,89.03,False
SC0000942,1000m,製造,YC-08,27.76,50.4,0.9,120.07,122.07,1020.2,575,0.01103,89.02,False
SC0000943,300m,製造,YC-08,28.45,50.7,0.9,120.23,122.23,1021.3,1107,0.01143,89.12,False
SC0000944,1200m,製造,YC-08,27.44,50.2,0.9,120.0,122.0,1020.1,344,0.01031,89.03,False
SC0000945,1000m,製造,YC-08,27.12,50.0,0.9,120.25,122.3,1020.9,327,0.01033,89.02,False
SC0000946,1200m,製造,YC-08,27.64,50.3,0.9,120.05,122.09,1020.2,483,0.01077,89.03,False
SC0000947,1500m,製造,YC-08,27.22,50.3,0.9,120.0,122.05,1020.3,458,0.01032,89.05,False
SC0000948,1200m,製造,YC-08,27.32,50.3,0.9,120.21,122.03,1020.1,439,0.01039,89.03,True
SC0000949,1200m,製造,YC-08,27.96,50.4,0.9,120.0,122.02,1020.0,2426,0.01192,89.09,False
SC0000950,100m,研究所テスト,YC-08,28.84,50.9,0.9,120.07,122.07,1020.2,1402,0.01236,89.04,False
SC0000951,500m,製造,YC-08,27.63,50.4,0.9,120.0,122.01,1020.1,682,0.01075,89.03,False
SC0000952,500m,製造,YC-08,28.71,50.8,0.9,120.05,122.02,1020.1,1303,0.01142,89.04,False
SC0000953,1500m,製造,YC-08,28.09,50.5,0.9,120.0,122.0,1020.0,830,0.01041,89.04,False
SC0000954,1000m,製造,YC-08,28.09,50.5,0.9,120.05,122.02,1020.1,830,0.01049,89.04,True
SC0000955,1000m,製造,YC-08,28.73,50.8,0.9,120.0,122.03,1020.3,1315,0.01104,89.04,False
SC0000956,300m,製造,YC-08,30.44,50.8,0.9,120.0,122.02,1020.4,1329,0.0129,89.07,False
SC0000957,1200m,製造,YC-08,28.18,50.6,0.9,120.0,122.05,1020.1,896,0.01062,89.05,False
SC0000958,500m,製造,YC-08,27.64,51.0,0.9,120.0,122.03,1020.0,1615,0.0108,89.11,False
SC0000959,1000m,製造,YC-08,28.71,50.4,0.9,120.1,122.13,1020.1,691,0.01034,89.03,True
SC0000960,1000m,製造,YC-08,27.82,50.4,0.9,120.09,122.02,1020.2,621,0.01074,89.07,False
SC0000961,1200m,製造,YC-08,28.34,50.6,0.9,120.05,122.01,1020.2,1020,0.01081,89.05,False
SC0000962,1500m,製造,YC-08,28.32,50.8,0.9,120.09,122.09,1020.3,1281,0.01203,89.15,False
SC0000963,1000m,製造,YC-08,29.0,50.9,0.9,120.0,122.03,1020.1,1524,0.01227,89.05,False
SC0000964,1000m,製造,YC-08,27.61,50.3,0.9,120.01,122.02,1020.1,462,0.01115,89.02,False
SC0000965,500m,製造,YC-08,28.24,51.3,0.9,120.67,122.18,1021.7,2079,0.01268,89.09,False
SC0000966,1200m,製造,YC-08,28.2,50.6,0.9,120.01,122.01,1020.0,916,0.01091,89.04,False
SC0000967,1200m,製造,YC-08,28.43,50.4,0.9,120.0,122.01,1020.0,691,0.01082,89.02,False
SC0000968,1500m,製造,YC-08,29.27,51.1,0.9,120.0,122.05,1020.1,1732,0.01137,89.07,False
SC0000969,500m,製造,YC-08,28.39,50.8,0.9,120.14,122.02,1020.2,1345,0.01107,89.03,False
SC0000970,1000m,試作品,YC-08,28.9,50.4,0.9,120.0,122.09,1020.1,580,0.01023,89.05,False
SC0000971,1500m,製造,YC-08,27.55,50.3,0.9,120.0,122.02,1020.1,413,0.01066,89.04,False
SC0000972,1200m,製造,YC-08,28.09,50.5,0.9,120.05,122.05,1020.1,830,0.01091,89.03,False
SC0000973,500m,製造,YC-08,27.69,50.6,0.9,120.03,122.01,1020.1,621,0.01099,89.04,False
SC0000974,500m,製造,YC-08,27.98,50.5,0.9,120.13,122.1,1020.9,746,0.01171,89.06,False
SC0000975,1000m,試作品,YC-08,27.65,50.3,0.9,120.02,122.01,1020.0,497,0.0103,89.07,False
SC0000976,1200m,試作品,YC-08,28.05,50.4,0.9,120.0,122.01,1020.0,691,0.01041,89.06,False
SC0000977,1500m,研究所テスト,YC-08,29.7,51.3,0.9,120.05,122.05,1020.2,2058,0.01184,89.05,True
SC0000978,1200m,製造,YC-08,29.01,50.4,0.9,120.0,122.01,1020.3,691,0.0113,89.08,False
SC0000979,500m,製造,YC-08,28.19,50.4,0.9,120.09,122.04,1020.1,621,0.01062,89.02,False
SC0000980,1200m,製造,YC-08,31.16,50.9,0.9,120.0,122.07,1020.3,1454,0.01173,89.05,True
SC0000981,1200m,製造,YC-08,28.59,50.7,0.9,120.0,122.07,1020.4,1107,0.01165,89.05,True
SC0000982,500m,製造,YC-08,28.68,50.8,0.9,120.05,122.07,1020.2,1281,0.01127,89.06,False
SC0000983,1000m,製造,YC-08,27.81,50.3,0.9,120.14,122.17,1020.4,677,0.01047,89.04,False
SC0000984,1200m,製造,YC-08,27.85,50.4,0.9,120.0,122.05,1020.3,644,0.0107,89.04,False
SC0000985,100m,研究所テスト,YC-08,30.3,50.9,0.9,120.3,122.12,1020.6,1385,0.01137,89.05,False
SC0000986,500m,製造,YC-08,,,0.9,120.0,122.0,1020.0,1640,0.01065,89.06,False
SC0000987,1500m,製造,YC-08,27.73,50.3,0.9,120.0,122.08,1020.1,552,0.01038,89.03,True
SC0000988,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.02,1020.0,689,0.01038,89.03,False
SC0000989,500m,製造,YC-08,29.43,50.9,0.9,120.17,122.35,1020.8,1246,0.01148,89.06,False
SC0000990,1000m,製造,YC-08,27.36,50.2,0.9,120.05,122.03,1020.1,275,0.01019,89.02,True
SC0000991,1000m,製造,YC-08,27.73,50.3,0.9,120.12,122.02,1020.3,552,0.01044,89.04,False
SC0000992,1200m,試作品,YC-08,27.45,50.2,0.9,120.01,122.02,1020.0,344,0.01034,89.03,False
SC0000993,100m,研究所テスト,YC-08,27.48,51.5,0.9,120.16,122.33,1021.4,2426,0.01457,89.07,False
SC0000994,1200m,試作品,YC-08,27.75,50.4,0.9,120.0,122.14,1020.8,899,0.01116,89.04,False
SC0000995,500m,製造,YC-08,28.91,50.9,0.9,120.0,122.38,1020.8,1454,0.01173,89.1,False
SC0000996,1500m,製造,YC-08,27.27,50.1,0.9,120.0,122.05,1020.1,205,0.01021,89.01,False
SC0000997,1200m,製造,YC-08,27.32,50.2,0.9,120.05,122.05,1020.1,240,0.01024,89.05,False
SC0000998,1000m,製造,YC-08,27.88,50.9,0.9,120.09,122.01,1020.2,1385,0.01179,89.06,False
SC0000999,1200m,製造,YC-08,27.73,50.3,0.9,120.01,122.0,1020.0,552,0.01077,89.05,True
SC0001000,1000m,製造,YC-08,27.95,50.4,0.9,120.01,122.0,1020.0,295,0.01035,89.02,False
SC0001001,1200m,製造,YC-08,29.37,50.6,0.9,120.03,122.04,1020.1,915,0.011,89.04,False
SC0001002,1500m,製造,YC-08,28.36,50.6,0.9,120.0,122.09,1020.1,1038,0.01093,89.06,False
SC0001003,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.01,1020.1,413,0.01021,89.02,False
SC0001004,1000m,製造,YC-08,27.98,50.5,0.9,120.05,122.06,1020.1,746,0.01104,89.06,False
SC0001005,500m,製造,YC-08,29.73,51.3,0.9,120.0,122.07,1020.2,2079,0.01227,89.07,False
SC0001006,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.03,1020.1,691,0.01055,89.03,False
SC0001007,1200m,製造,YC-08,28.35,50.8,0.9,120.0,122.0,1020.0,1357,0.01121,89.08,False
SC0001008,1200m,製造,YC-08,28.27,50.6,0.9,120.02,122.0,1020.0,989,0.01202,89.07,True
SC0001009,1000m,製造,YC-08,33.75,51.5,0.9,120.55,122.05,1022.0,2426,0.01313,89.13,False
SC0001010,500m,製造,YC-08,28.46,51.1,0.9,120.0,122.29,1021.2,1836,0.01146,89.05,False
SC0001011,1500m,製造,YC-08,27.14,50.1,0.9,120.16,122.06,1020.3,101,0.01013,89.03,False
SC0001012,1000m,製造,YC-08,28.18,50.6,0.9,120.3,122.3,1020.6,899,0.01089,89.08,False
SC0001013,1000m,製造,YC-08,27.9,50.4,0.9,120.05,122.01,1020.1,687,0.01068,89.02,False
SC0001014,1000m,製造,YC-08,27.63,50.2,0.9,120.03,122.02,1020.1,1062,0.01082,89.07,False
SC0001015,1500m,製造,YC-08,27.31,50.1,0.9,120.0,122.05,1020.5,1099,0.01142,89.09,False
SC0001016,500m,製造,YC-08,29.36,51.1,0.9,120.05,122.05,1020.1,1799,0.01161,89.05,False
SC0001017,500m,製造,YC-08,28.36,50.6,0.9,120.02,122.02,1020.1,1038,0.01124,89.04,False
SC0001018,1000m,製造,YC-08,28.66,50.8,0.9,120.05,122.01,1020.3,1263,0.01201,89.11,False
SC0001019,1000m,製造,YC-08,27.25,50.1,0.9,120.16,122.16,1020.4,170,0.01027,89.05,False
SC0001020,1000m,製造,YC-08,28.03,50.9,0.9,120.0,122.2,1020.4,1524,0.01121,89.04,False
SC0001021,1200m,製造,YC-08,27.82,50.4,0.9,120.0,122.0,1020.0,621,0.01049,89.04,False
SC0001022,1200m,製造,YC-08,31.11,51.5,0.9,120.2,122.04,1021.0,2353,0.01326,89.07,True
SC0001023,1000m,製造,YC-08,29.14,51.0,0.9,120.0,122.19,1020.3,1628,0.01129,89.04,False
SC0001024,1500m,製造,YC-08,28.35,50.6,0.9,120.0,122.02,1020.1,1026,0.01081,89.06,False
SC0001025,1000m,製造,YC-08,27.45,50.2,0.9,120.0,122.01,1020.1,472,0.01038,89.02,False
SC0001026,300m,製造,YC-08,29.33,51.1,0.9,120.48,122.19,1020.8,1773,0.01176,89.07,False
SC0001027,1500m,製造,YC-08,29.27,51.1,0.9,120.46,122.18,1021.4,1732,0.01292,89.07,False
SC0001028,1200m,製造,YC-08,27.59,,0.9,120.0,122.05,1020.1,1246,0.01087,89.07,False
SC0001029,1200m,製造,YC-08,31.17,50.9,0.9,120.24,122.05,1022.1,1458,0.01304,89.06,True
SC0001030,1500m,製造,YC-08,28.36,50.6,0.9,120.0,122.02,1020.1,1038,0.01113,89.03,False
SC0001031,1200m,製造,YC-08,27.27,50.1,0.9,120.0,122.04,1020.1,205,0.01021,89.06,False
SC0001032,1200m,製造,YC-08,34.9,51.5,0.9,120.09,122.07,1020.3,2426,0.0112,89.08,False
SC0001033,300m,試作品,YC-08,29.91,50.8,0.9,120.0,122.02,1020.0,1220,0.01133,89.03,True
SC0001034,1200m,製造,YC-08,27.89,50.4,0.9,120.01,122.02,1020.0,674,0.0104,89.02,False
SC0001035,500m,試作品,YC-08,28.79,50.8,0.9,120.05,122.05,1020.1,1324,0.01131,89.04,False
SC0001036,1500m,製造,YC-08,27.4,50.5,0.9,120.0,122.07,1021.0,1246,0.01111,89.11,True
SC0001037,1500m,製造,YC-08,28.27,50.6,0.9,120.0,122.06,1021.7,968,0.01154,89.13,False
SC0001038,1200m,製造,YC-08,27.17,50.3,0.9,120.0,122.01,1020.2,431,0.01077,89.02,False
SC0001039,1200m,製造,YC-08,28.1,50.4,0.9,120.0,122.03,1020.1,691,0.01055,89.06,False
SC0001040,1500m,製造,YC-08,29.14,51.0,0.9,120.0,122.05,1020.2,1628,0.01258,89.08,False
SC0001041,1500m,製造,YC-08,27.64,50.3,0.9,120.05,122.02,1020.1,483,0.01029,89.12,False
SC0001042,1200m,製造,YC-08,28.16,50.4,0.9,120.0,122.11,1020.4,691,0.01076,89.05,False
SC0001043,1200m,製造,YC-08,27.91,50.4,0.9,120.05,122.09,1020.1,639,0.01062,89.03,False
SC0001044,1500m,製造,YC-08,27.5,50.2,0.9,120.05,122.06,1020.1,379,0.01023,89.02,False
SC0001045,1500m,製造,YC-08,27.3,50.1,0.9,120.0,122.0,1020.0,226,0.01016,89.04,False
SC0001046,1000m,製造,YC-08,27.4,50.2,0.9,120.14,122.1,1020.6,302,0.01082,89.04,False
SC0001047,500m,製造,YC-08,28.78,50.8,0.9,120.05,122.05,1020.2,1357,0.01175,89.05,False
SC0001048,500m,製造,YC-08,27.51,50.2,0.9,120.04,122.08,1020.2,386,0.01042,89.03,False
SC0001049,1200m,製造,YC-08,28.14,50.5,0.9,120.21,122.04,1020.4,864,0.01077,89.04,False
SC0001050,1000m,製造,YC-08,27.91,50.3,0.9,120.0,122.03,1020.2,483,0.01034,89.06,False
SC0001051,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.01,1020.1,1388,0.01165,89.04,False
SC0001052,1500m,製造,YC-08,28.36,50.6,0.9,120.0,122.2,1020.5,1038,0.01124,89.08,False
SC0001053,1200m,製造,YC-08,27.66,50.3,0.9,120.0,122.02,1020.1,504,0.0104,89.03,False
SC0001054,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.13,1020.4,413,0.01049,89.03,False
SC0001055,500m,製造,YC-08,29.41,51.1,0.9,120.0,122.11,1020.5,1836,0.01273,89.06,False
SC0001056,1500m,製造,YC-08,31.63,51.8,0.9,120.0,122.26,1021.4,1454,0.01274,89.07,False
SC0001057,1000m,製造,YC-08,27.11,50.4,0.9,120.09,122.03,1020.3,691,0.01124,89.06,False
SC0001058,500m,製造,YC-08,28.64,50.8,0.9,120.0,122.03,1020.4,1246,0.01272,89.06,False
SC0001059,1200m,製造,YC-08,27.82,50.4,0.9,120.0,122.03,1020.0,621,0.01093,89.04,False
SC0001060,1200m,製造,YC-08,27.87,50.2,0.9,120.14,122.05,1020.2,288,0.01029,89.02,False
SC0001061,1000m,製造,YC-08,28.5,50.7,0.9,120.29,122.26,1020.6,1145,0.01159,89.06,False
SC0001062,1200m,試作品,YC-08,28.64,50.8,0.9,120.0,122.04,1020.1,1246,0.01111,89.04,False
SC0001063,1000m,製造,YC-08,27.19,50.2,0.9,120.14,122.05,1020.1,344,0.01045,89.04,False
SC0001064,500m,製造,YC-08,27.27,50.1,0.9,120.0,122.0,1020.0,205,0.0101,89.03,False
SC0001065,300m,製造,YC-08,29.64,50.9,0.9,120.09,122.13,1020.7,1385,0.01151,89.04,False
SC0001066,1200m,製造,YC-08,27.36,50.2,0.9,120.0,122.05,1020.0,275,0.01011,89.03,False
SC0001067,1000m,製造,YC-08,28.82,50.9,0.9,120.0,122.09,1020.2,1385,0.01192,89.05,False
SC0001068,1200m,製造,YC-08,27.29,50.1,0.9,120.0,122.01,1020.0,552,0.01038,89.1,False
SC0001069,1000m,製造,YC-08,27.66,50.3,0.9,120.02,122.05,1020.1,968,0.01183,89.08,False
SC0001070,1200m,製造,YC-08,27.87,50.4,0.9,120.0,122.01,1020.1,663,0.01073,89.03,False
SC0001071,1200m,製造,YC-08,29.79,51.3,0.9,120.0,122.17,1021.0,2131,0.01359,89.06,False
SC0001072,1200m,製造,YC-08,27.64,50.3,0.9,120.14,122.04,1020.1,483,0.01062,89.03,False
SC0001073,500m,試作品,YC-08,27.3,50.4,0.9,120.17,122.09,1020.3,344,0.01031,89.06,False
SC0001074,1200m,製造,YC-08,28.44,50.7,0.9,120.0,122.03,1020.1,1097,0.0112,89.03,False
SC0001075,1200m,製造,YC-08,30.18,51.5,0.9,120.0,122.02,1020.1,2426,0.01192,89.07,False
SC0001076,1000m,製造,YC-08,29.29,51.1,0.9,120.1,122.21,1020.5,1746,0.01225,89.05,False
SC0001077,1200m,製造,YC-08,28.11,50.5,0.9,120.0,122.02,1020.1,847,0.01067,89.03,False
SC0001078,1000m,製造,YC-08,27.89,50.4,0.9,120.0,122.04,1020.2,797,0.0104,89.03,False
SC0001079,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.0,1020.1,691,0.01055,89.07,False
SC0001080,1500m,製造,YC-08,27.18,50.1,0.9,120.0,122.19,1020.3,136,0.0101,89.05,False
SC0001081,1200m,製造,YC-08,27.89,50.4,0.9,120.14,122.01,1020.1,674,0.0104,89.02,False
SC0001082,1200m,製造,YC-08,27.42,50.2,0.9,120.0,122.01,1020.2,314,0.01047,89.02,False
SC0001083,1500m,製造,YC-08,28.07,50.5,0.9,120.09,122.02,1020.2,812,0.01113,89.11,False
SC0001084,1200m,製造,YC-08,27.51,50.4,0.9,120.04,122.01,1020.2,552,0.01071,89.04,False
SC0001085,1000m,製造,YC-08,28.26,51.2,0.9,120.65,122.06,1021.9,1662,0.01264,89.09,False
SC0001086,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.0,1020.0,691,0.01069,89.06,False
SC0001087,1200m,製造,YC-08,27.18,50.2,0.9,120.0,122.02,1020.1,344,0.01034,89.07,False
SC0001088,1200m,製造,YC-08,28.79,50.8,0.9,120.11,122.11,1020.3,1367,0.01163,89.04,False
SC0001089,1200m,試作品,YC-08,27.58,50.4,0.9,120.0,122.01,1020.1,583,0.01035,89.03,False
SC0001090,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.03,1020.1,830,0.01058,89.04,False
SC0001091,1200m,製造,YC-08,27.82,50.4,0.9,120.05,122.05,1020.0,621,0.01037,89.04,False
SC0001092,1000m,製造,YC-08,28.76,50.9,0.9,120.0,122.03,1020.4,1385,0.01137,89.07,False
SC0001093,1200m,製造,YC-08,27.91,50.4,0.9,120.09,122.04,1020.2,691,0.01117,89.02,False
SC0001094,300m,製造,YC-08,30.1,51.3,0.9,120.19,122.37,1021.1,2169,0.0115,89.06,False
SC0001095,1500m,製造,YC-08,28.82,50.9,0.9,120.0,122.03,1020.1,1385,0.01151,89.07,False
SC0001096,1000m,製造,YC-08,29.93,50.6,0.9,120.0,122.0,1020.1,1038,0.01103,89.03,True
SC0001097,1500m,製造,YC-08,27.46,50.2,0.9,120.0,122.0,1020.0,347,0.01035,89.09,False
SC0001098,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.01,1020.1,830,0.0114,89.04,False
SC0001099,100m,研究所テスト,YC-08,27.73,51.0,0.9,120.05,122.04,1020.2,1662,0.01297,89.07,False
SC0001100,1000m,製造,YC-08,27.36,50.2,0.9,120.0,122.05,1020.1,275,0.01022,89.02,False
SC0001101,1500m,製造,YC-08,27.44,50.9,0.9,120.11,122.21,1020.5,1385,0.01179,89.07,True
SC0001102,1200m,試作品,YC-08,27.69,50.3,0.9,120.0,122.02,1020.0,691,0.01041,89.04,False
SC0001103,500m,試作品,YC-08,28.82,50.9,0.9,120.0,122.09,1020.2,1385,0.01234,89.05,False
SC0001104,1000m,製造,YC-08,27.94,50.5,0.9,120.11,122.11,1020.2,734,0.01088,89.05,False
SC0001105,1000m,製造,YC-08,28.83,50.7,0.9,120.06,122.03,1020.3,1180,0.01117,89.03,False
SC0001106,1000m,製造,YC-08,28.85,50.9,0.9,120.0,122.02,1020.1,1409,0.01112,89.05,False
SC0001107,1500m,製造,YC-08,29.78,51.1,0.9,120.0,122.08,1022.0,1940,0.01192,89.16,False
SC0001108,1000m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.0,691,0.01048,89.02,False
SC0001109,1000m,製造,YC-08,27.09,50.0,0.9,120.0,122.0,1020.0,66,0.01002,89.01,False
SC0001110,1500m,製造,YC-08,27.45,50.2,0.9,120.12,122.05,1020.6,344,0.01058,89.06,False
SC0001111,300m,製造,YC-08,30.12,50.8,0.9,120.05,122.09,1020.2,1246,0.01198,89.06,False
SC0001112,1500m,製造,YC-08,27.68,50.3,0.9,120.0,122.09,1020.2,517,0.01046,89.04,False
SC0001113,500m,製造,YC-08,27.91,50.4,0.9,120.08,122.01,1020.1,818,0.01117,89.07,False
SC0001114,1200m,研究所テスト,YC-08,30.18,51.5,0.9,120.05,122.09,1020.1,2426,0.01288,89.09,True
SC0001115,1200m,製造,YC-08,27.91,50.4,0.9,120.05,122.04,1020.0,691,0.01041,89.03,False
SC0001116,500m,製造,YC-08,28.76,50.8,0.9,120.02,122.04,1020.1,1343,0.01067,89.07,False
SC0001117,500m,試作品,YC-08,27.33,50.9,0.9,120.02,122.03,1020.1,1385,0.01261,89.04,False
SC0001118,1200m,製造,YC-08,28.26,50.3,0.9,121.39,122.83,1021.7,413,0.01041,89.21,False
SC0001119,1200m,製造,YC-08,27.53,50.3,0.9,120.0,122.0,1020.1,405,0.01056,89.03,False
SC0001120,500m,製造,YC-08,28.66,50.8,0.9,120.09,122.18,1020.7,1262,0.01138,89.03,False
SC0001121,1200m,製造,YC-08,27.87,50.4,0.9,120.0,122.01,1020.2,663,0.01046,89.05,False
SC0001122,1000m,製造,YC-08,27.39,50.4,0.9,120.0,122.03,1020.1,694,0.0109,89.03,False
SC0001123,1000m,製造,YC-08,27.92,50.4,0.9,120.28,122.26,1020.6,696,0.01111,89.04,False
