ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト,date_col,塗布材料
SC0012457,500m,製造,YC-08,27.9,50.3,0.9,120.0,122.06,1020.1,330,0.0103,89.05,False,2025-03-22,A
SC0012458,1200m,製造,YC-08,27.84,50.4,0.9,120.0,122.08,1020.3,639,0.01064,89.04,False,2025-03-22,A
SC0012459,1000m,製造,YC-08,27.86,50.4,0.9,120.13,122.18,1020.4,656,0.01065,89.05,True,2025-03-22,B
SC0012460,300m,製造,YC-08,27.41,50.4,0.9,120.0,122.21,1021.2,1038,0.01072,89.08,False,2025-03-22,A
SC0012461,1000m,製造,YC-08,28.69,50.8,0.9,120.0,122.44,1021.6,1246,0.01099,89.06,False,2025-03-22,A
SC0012462,500m,製造,YC-08,29.49,50.6,0.9,120.0,122.09,1020.3,1026,0.01193,89.04,False,2025-03-22,A
SC0012463,1000m,製造,YC-08,28.09,50.5,0.9,120.14,122.03,1020.1,830,0.01066,89.07,True,2025-03-22,B
SC0012464,500m,製造,YC-08,28.79,,0.9,120.0,122.01,1020.0,726,0.01022,89.03,False,2025-03-22,A
SC0012465,1200m,製造,YC-08,30.18,51.5,0.9,120.0,122.46,1020.9,2426,0.01288,89.15,False,2025-03-22,A
SC0012466,500m,製造,YC-08,28.89,50.6,0.9,120.01,122.02,1020.0,989,0.01088,89.05,False,2025-03-22,A
SC0012467,1000m,製造,YC-08,27.87,50.4,0.9,120.0,122.02,1020.2,663,0.01066,89.04,True,2025-03-22,B
SC0012468,1200m,製造,YC-08,30.95,50.9,0.9,120.89,122.45,1021.4,1440,0.01086,89.08,False,2025-03-22,A
SC0012469,1000m,製造,YC-08,27.36,50.2,0.9,120.09,122.07,1020.2,275,0.01019,89.04,False,2025-03-22,B
SC0012470,500m,製造,YC-08,28.6,50.8,0.9,120.0,122.03,1020.0,1220,0.01145,89.04,False,2025-03-22,A
SC0012471,1000m,製造,YC-08,28.78,50.8,0.9,120.05,122.06,1020.1,1355,0.01134,89.04,False,2025-03-22,A
SC0012472,30m,研究所テスト,YC-08,27.51,50.2,0.9,120.03,122.01,1020.0,386,0.01023,89.05,False,2025-03-22,A
SC0012473,1500m,製造,YC-08,27.55,50.3,0.9,120.0,122.12,1020.2,413,0.01029,89.05,False,2025-03-22,A
SC0012474,100m,研究所テスト,YC-08,29.73,51.3,0.9,120.0,122.05,1020.2,2079,0.01082,89.1,False,2025-03-22,A
SC0012475,1500m,製造,YC-08,27.86,50.4,0.9,120.0,122.09,1020.3,656,0.01111,89.13,False,2025-03-22,A
SC0012476,1500m,製造,YC-08,28.06,50.4,0.9,120.24,122.06,1020.2,1107,0.0111,89.05,True,2025-03-22,A
SC0012477,1500m,製造,YC-08,27.64,50.3,0.9,120.04,122.0,1020.1,483,0.01053,89.06,False,2025-03-22,A
SC0012478,1200m,製造,YC-08,27.73,50.3,0.9,120.02,122.04,1020.1,552,0.01027,89.04,False,2025-03-22,A
SC0012479,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.09,1020.2,344,0.01062,89.04,False,2025-03-22,A
SC0012480,300m,製造,YC-08,29.0,50.9,0.9,120.16,122.25,1020.5,1524,0.01181,89.08,False,2025-03-22,A
SC0012481,1200m,製造,YC-08,27.0,50.1,0.9,120.0,122.0,1020.0,117,0.01007,89.01,True,2025-03-22,B
SC0012482,1500m,試作品,YC-08,27.22,50.1,0.9,120.05,122.07,1020.3,164,0.01016,89.06,False,2025-03-22,A
SC0012483,1000m,製造,YC-08,28.45,50.7,0.9,120.23,122.09,1020.2,1107,0.01121,89.09,True,2025-03-22,B
SC0012484,1500m,製造,YC-08,27.91,50.4,0.9,120.05,122.07,1020.2,691,0.01069,89.03,False,2025-03-22,A
SC0012485,1200m,製造,YC-08,28.14,50.5,0.9,120.0,122.05,1020.2,864,0.01146,89.04,False,2025-03-22,A
SC0012486,300m,製造,YC-08,28.49,50.7,0.9,120.0,122.02,1020.1,1137,0.01113,89.03,True,2025-03-22,A
SC0012487,1500m,製造,YC-08,28.71,50.8,0.9,120.01,122.0,1020.0,1303,0.01091,89.04,False,2025-03-22,A
SC0012488,300m,製造,YC-08,29.15,50.8,0.9,120.15,122.05,1020.3,2079,0.01309,89.06,False,2025-03-22,A
SC0012489,300m,製造,YC-08,30.18,51.5,0.9,120.43,122.06,1020.5,2426,0.01313,89.12,True,2025-03-22,B
SC0012490,1200m,製造,YC-08,29.16,50.5,0.9,120.0,122.04,1020.2,743,0.01096,89.04,False,2025-03-22,A
SC0012491,1000m,製造,YC-08,29.89,51.1,0.9,120.38,122.15,1020.7,1038,0.01165,89.03,True,2025-03-22,A
SC0012492,1000m,製造,YC-08,31.3,50.9,0.9,120.1,122.08,1020.2,1385,0.01082,89.08,True,2025-03-22,B
SC0012493,500m,製造,YC-08,32.64,52.3,0.9,120.0,122.06,1020.2,2058,0.01326,89.06,True,2025-03-22,A
SC0012494,1000m,製造,YC-08,28.84,51.0,0.9,120.97,122.19,1026.8,1541,0.01321,89.15,True,2025-03-22,B
SC0012495,1200m,試作品,YC-08,27.62,50.3,0.9,120.0,122.0,1020.0,472,0.01024,89.02,False,2025-03-22,A
SC0012496,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.09,1020.3,830,0.01099,89.04,False,2025-03-22,A
SC0012497,500m,製造,YC-08,27.55,50.3,0.9,120.0,122.07,1020.3,413,0.01049,89.04,False,2025-03-22,A
SC0012498,500m,製造,YC-08,28.93,50.9,0.9,120.0,122.05,1020.0,1471,0.01102,89.04,False,2025-03-22,A
SC0012499,1200m,製造,YC-08,28.09,50.2,0.9,120.0,122.04,1020.2,358,0.01046,89.03,False,2025-03-22,A
SC0012500,1200m,製造,YC-08,27.1,50.2,0.9,120.02,122.05,1020.1,275,0.01025,89.09,False,2025-03-22,A
SC0012501,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.09,1020.8,830,0.01132,89.08,False,2025-03-22,A
SC0012502,1200m,製造,YC-08,28.01,50.5,0.9,120.0,122.03,1020.2,769,0.01076,89.05,True,2025-03-22,B
SC0012503,1200m,製造,YC-08,27.91,50.4,0.9,120.01,122.01,1020.0,691,0.01076,89.03,False,2025-03-22,A
SC0012504,500m,製造,YC-08,28.36,50.6,0.9,120.06,122.06,1020.1,1038,0.01072,89.05,False,2025-03-22,B
SC0012505,1500m,製造,YC-08,28.16,50.5,0.9,120.0,122.07,1020.4,885,0.01132,89.08,True,2025-03-22,B
SC0012506,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.02,1020.0,1273,0.01134,89.09,False,2025-03-22,A
SC0012507,500m,製造,YC-08,30.18,51.5,0.9,120.08,122.15,1020.1,2426,0.01144,89.07,False,2025-03-22,A
SC0012508,500m,製造,YC-08,27.2,50.1,0.9,120.02,122.01,1020.0,153,0.01009,89.01,True,2025-03-22,B
SC0012509,1000m,製造,YC-08,27.73,50.3,0.9,120.02,122.02,1020.0,552,0.01044,89.04,False,2025-03-22,A
SC0012510,1200m,製造,YC-08,28.06,50.4,0.9,120.0,122.01,1020.2,1107,0.0111,89.1,False,2025-03-22,A
SC0012511,1200m,製造,YC-08,28.12,50.5,0.9,120.09,122.09,1020.2,856,0.01102,89.02,False,2025-03-22,A
SC0012512,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.04,1020.1,344,0.01027,89.03,True,2025-03-22,B
SC0012513,1000m,製造,YC-08,27.28,50.3,0.9,120.0,122.01,1020.1,431,0.01039,89.03,False,2025-03-22,A
SC0012514,1200m,製造,YC-08,27.11,50.2,0.9,120.0,122.22,1020.5,552,0.01049,89.08,False,2025-03-22,A
SC0012515,300m,製造,YC-08,27.41,50.1,0.9,120.35,122.14,1021.8,170,0.01079,89.07,True,2025-03-22,B
SC0012516,300m,製造,YC-08,29.27,51.1,0.9,120.0,122.09,1020.2,1732,0.01206,89.08,False,2025-03-22,A
SC0012517,500m,製造,YC-08,28.11,50.5,0.9,120.0,122.01,1020.0,847,0.01101,89.03,False,2025-03-22,A
SC0012518,1500m,製造,YC-08,28.73,51.5,0.9,120.22,122.31,1021.2,2426,0.01457,89.1,True,2025-03-22,A
SC0012519,1200m,製造,YC-08,28.64,50.8,0.9,120.07,122.01,1020.3,1192,0.01136,89.06,False,2025-03-22,A
SC0012520,1000m,製造,YC-08,28.09,50.5,0.9,120.21,122.02,1020.2,830,0.01107,89.06,False,2025-03-22,A
SC0012521,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.03,1020.1,552,0.01066,89.03,False,2025-03-22,A
SC0012522,100m,研究所テスト,YC-08,29.07,51.0,0.9,120.16,122.05,1020.2,1579,0.01219,89.07,False,2025-03-22,A
SC0012523,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.15,1020.4,344,0.01052,89.05,False,2025-03-22,A
SC0012524,500m,製造,YC-08,27.67,50.3,0.901,120.02,122.01,1020.1,677,0.01121,89.09,True,2025-03-22,B
SC0012525,1200m,製造,YC-08,27.62,50.3,0.9,120.0,122.01,1020.1,469,0.01047,89.04,False,2025-03-22,A
SC0012526,1200m,製造,YC-08,28.18,50.6,0.9,120.0,122.01,1020.3,899,0.01152,89.06,False,2025-03-22,A
SC0012527,1000m,製造,YC-08,28.38,51.2,0.9,120.13,122.13,1020.4,1385,0.01247,89.05,False,2025-03-22,A
SC0012528,1500m,製造,YC-08,29.23,51.1,0.9,120.21,122.41,1021.3,1702,0.01203,89.05,False,2025-03-22,A
SC0012529,1200m,製造,YC-08,27.45,50.2,0.9,120.0,122.02,1020.1,143,0.01021,89.01,True,2025-03-22,B
SC0012530,1200m,製造,YC-08,27.64,50.3,0.9,120.0,122.01,1020.2,483,0.01067,89.03,False,2025-03-22,A
SC0012531,1200m,製造,YC-08,28.09,50.3,0.9,120.02,122.01,1020.0,517,0.01026,89.04,False,2025-03-22,A
SC0012532,1500m,製造,YC-08,28.64,50.8,0.9,120.0,122.39,1021.1,1246,0.01111,89.07,False,2025-03-22,A
SC0012533,1000m,製造,YC-08,32.09,51.0,0.9,120.07,122.15,1020.4,1662,0.01231,89.06,True,2025-03-22,A
SC0012534,1500m,試作品,YC-08,27.08,50.6,0.9,120.0,122.05,1020.2,1038,0.01175,89.03,False,2025-03-22,A
SC0012535,500m,製造,YC-08,27.55,50.3,0.9,120.09,122.01,1020.2,413,0.01103,89.04,False,2025-03-22,A
SC0012536,1500m,製造,YC-08,27.35,50.5,0.9,120.14,122.27,1020.8,876,0.01113,89.08,False,2025-03-22,A
SC0012537,1500m,製造,YC-08,27.41,50.2,0.9,120.0,122.07,1020.2,275,0.01019,89.08,False,2025-03-22,A
SC0012538,1200m,製造,YC-08,28.36,50.6,0.9,120.11,122.02,1020.3,1038,0.01072,89.06,False,2025-03-22,A
SC0012539,1200m,製造,YC-08,27.63,50.2,0.9,120.0,122.01,1020.2,1293,0.01199,89.09,False,2025-03-22,A
SC0012540,1500m,製造,YC-08,28.91,50.9,0.9,120.0,122.05,1020.1,1454,0.01115,89.1,False,2025-03-22,B
SC0012541,1200m,試作品,YC-08,27.25,50.1,0.9,120.0,122.25,1020.7,1593,0.01174,89.08,False,2025-03-22,A
SC0012542,1500m,製造,YC-08,27.48,50.2,0.9,120.05,122.04,1020.2,361,0.01036,89.02,False,2025-03-22,A
SC0012543,1200m,製造,YC-08,30.57,51.4,0.927,120.0,122.25,1020.8,1662,0.01264,89.07,False,2025-03-22,A
SC0012544,1200m,製造,YC-08,27.17,50.4,0.9,120.0,122.09,1020.2,706,0.01084,89.04,True,2025-03-22,B
SC0012545,100m,製造,YC-08,27.46,50.2,0.9,120.0,122.01,1020.2,370,0.01078,89.03,False,2025-03-22,A
SC0012546,1500m,製造,YC-08,27.86,50.3,0.9,120.0,122.06,1021.4,413,0.01049,89.09,False,2025-03-22,A
SC0012547,1000m,試作品,YC-08,27.73,50.3,0.9,120.0,122.0,1020.0,552,0.01022,89.03,True,2025-03-22,B
SC0012548,1500m,製造,YC-08,27.51,50.3,0.9,120.0,122.01,1020.0,552,0.01038,89.04,False,2025-03-22,A
SC0012549,500m,製造,YC-08,28.86,50.9,0.9,120.06,122.13,1020.4,1419,0.01197,89.05,False,2025-03-22,A
SC0012550,1000m,製造,YC-08,27.64,50.3,0.9,120.0,122.02,1020.0,483,0.01029,89.05,False,2025-03-22,A
SC0012551,1200m,試作品,YC-08,28.64,50.8,0.9,120.0,122.06,1020.1,1246,0.01198,89.04,True,2025-03-22,A
SC0012552,500m,製造,YC-08,28.73,50.7,0.9,120.0,122.35,1021.3,2426,0.01433,89.1,True,2025-03-22,B
SC0012553,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.0,1020.0,344,0.01017,89.03,False,2025-03-22,A
SC0012554,1000m,製造,YC-08,28.55,50.7,0.9,120.0,122.14,1020.4,1180,0.01105,89.04,False,2025-03-22,A
SC0012555,1200m,製造,YC-08,27.53,50.5,0.9,120.09,122.09,1020.4,830,0.01066,89.08,False,2025-03-22,A
SC0012556,1000m,製造,YC-08,27.28,50.1,0.9,120.07,122.01,1020.5,247,0.01017,89.06,False,2025-03-22,A
SC0012557,1000m,製造,YC-08,,51.3,0.9,120.0,122.53,1021.8,2169,0.01473,89.08,False,2025-03-22,A
SC0012558,1200m,製造,YC-08,28.22,50.6,0.9,120.38,122.38,1021.1,925,0.01129,89.06,False,2025-03-22,A
SC0012559,1200m,製造,YC-08,28.12,50.3,0.9,120.27,122.14,1020.1,552,0.01022,89.05,False,2025-03-22,A
SC0012560,1000m,製造,YC-08,27.3,50.7,0.9,120.0,122.07,1020.3,1072,0.01213,89.03,False,2025-03-22,A
SC0012561,1200m,製造,YC-08,27.14,50.1,0.9,120.0,122.3,1020.6,101,0.01009,89.07,False,2025-03-22,A
SC0012562,1200m,製造,YC-08,27.67,50.3,0.9,120.01,122.01,1020.0,344,0.01031,89.04,False,2025-03-22,A
SC0012563,500m,製造,YC-08,29.31,51.1,0.9,120.0,122.02,1020.0,1763,0.01105,89.06,False,2025-03-22,A
SC0012564,500m,試作品,YC-08,27.98,50.5,0.9,120.03,122.02,1020.0,743,0.01081,89.03,False,2025-03-22,A
SC0012565,500m,製造,YC-08,28.09,50.5,0.9,120.09,122.04,1020.3,1027,0.01091,89.16,False,2025-03-22,B
SC0012566,1200m,製造,YC-08,28.45,50.7,0.9,120.0,122.02,1020.1,1107,0.01077,89.06,True,2025-03-22,B
SC0012567,1000m,製造,YC-08,27.33,50.2,0.9,120.09,122.01,1020.2,247,0.01012,89.12,False,2025-03-22,A
SC0012568,1200m,製造,YC-08,27.79,50.4,0.9,120.0,122.02,1020.1,597,0.01048,89.03,False,2025-03-22,A
SC0012569,1000m,製造,YC-08,28.03,50.5,0.9,120.0,122.04,1020.1,783,0.01117,89.03,True,2025-03-22,A
SC0012570,500m,製造,YC-08,27.89,50.8,0.9,120.0,122.05,1020.2,1246,0.01099,89.05,False,2025-03-22,A
SC0012571,1000m,製造,YC-08,28.82,50.9,0.9,120.09,122.05,1020.2,1385,0.0122,89.07,False,2025-03-22,A
SC0012572,1000m,製造,YC-08,29.62,50.7,0.9,120.07,122.01,1020.2,1135,0.0118,89.04,False,2025-03-22,A
SC0012573,1500m,製造,YC-08,28.71,50.8,0.9,120.0,122.01,1020.3,1303,0.01116,89.03,False,2025-03-22,A
SC0012574,300m,製造,YC-08,27.14,50.2,0.9,120.0,122.0,1020.0,344,0.01007,89.03,False,2025-03-22,A
SC0012575,1200m,製造,YC-08,27.5,50.6,0.9,120.0,122.02,1020.7,1038,0.01206,89.05,False,2025-03-22,A
SC0012576,500m,製造,YC-08,27.56,50.1,0.9,120.09,122.07,1020.1,188,0.01017,89.02,True,2025-03-22,B
SC0012577,500m,製造,YC-08,27.19,50.1,0.9,120.0,122.01,1020.2,431,0.01064,89.03,False,2025-03-22,A
SC0012578,1200m,製造,YC-08,27.85,50.4,0.9,120.05,122.02,1020.1,642,0.01038,89.08,True,2025-03-22,B
SC0012579,500m,製造,YC-08,27.24,50.2,0.9,120.36,122.04,1020.5,370,0.01041,89.07,False,2025-03-22,A
SC0012580,300m,製造,YC-08,28.36,50.6,0.9,120.0,122.01,1020.0,1038,0.01041,89.04,True,2025-03-22,B
SC0012581,1000m,製造,YC-08,27.48,50.2,0.9,120.0,122.02,1020.2,366,0.01069,89.02,False,2025-03-22,A
SC0012582,1000m,製造,YC-08,30.18,51.5,0.9,120.1,122.04,1020.3,2426,0.01192,89.07,True,2025-03-22,B
SC0012583,1000m,製造,YC-08,27.68,50.3,0.9,120.02,122.0,1020.1,517,0.01067,89.07,False,2025-03-22,A
SC0012584,1000m,製造,YC-08,27.98,50.5,0.9,120.0,122.07,1020.1,746,0.01037,89.03,True,2025-03-22,A
SC0012585,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.1,646,0.01041,89.03,False,2025-03-22,A
SC0012586,1200m,製造,YC-08,27.95,50.4,0.9,120.0,122.02,1020.1,726,0.0105,89.03,False,2025-03-22,B
SC0012587,1500m,製造,YC-08,29.73,51.3,0.9,120.05,122.01,1020.1,2079,0.01165,89.06,False,2025-03-22,A
SC0012588,500m,製造,YC-08,28.09,50.5,0.9,120.0,122.01,1020.0,830,0.01041,89.08,False,2025-03-22,A
SC0012589,1000m,製造,YC-08,29.48,51.1,0.9,120.23,122.23,1021.2,1732,0.0124,89.1,True,2025-03-22,A
SC0012590,500m,製造,YC-08,28.04,50.4,0.9,120.4,122.16,1020.9,455,0.01091,89.09,False,2025-03-22,A
SC0012591,1500m,製造,YC-08,27.65,50.3,0.9,120.14,122.09,1020.2,497,0.01069,89.06,False,2025-03-22,A
SC0012592,1500m,製造,YC-08,27.03,50.1,0.9,120.09,122.01,1020.1,98,0.0101,89.03,True,2025-03-22,B
SC0012593,1000m,製造,YC-08,27.47,50.2,0.9,120.0,122.01,1020.1,621,0.01043,89.03,False,2025-03-22,A
SC0012594,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.06,1020.9,344,0.01034,89.11,True,2025-03-22,B
SC0012595,1000m,製造,YC-08,28.01,50.3,0.9,120.0,122.03,1020.0,469,0.01023,89.03,True,2025-03-22,A
SC0012596,1200m,製造,YC-08,28.91,50.9,0.9,120.05,122.09,1020.5,1454,0.01173,89.09,False,2025-03-22,A
SC0012597,1200m,製造,YC-08,30.44,51.4,0.9,120.0,122.54,1021.3,2217,0.01264,89.14,False,2025-03-22,A
SC0012598,1000m,製造,YC-08,28.12,50.5,0.9,120.0,122.03,1020.1,830,0.01099,89.04,False,2025-03-22,A
SC0012599,1200m,製造,YC-08,29.02,50.8,0.9,120.11,122.13,1020.5,1454,0.01202,89.1,True,2025-03-22,A
SC0012600,1500m,製造,YC-08,27.05,50.0,0.9,120.0,122.6,1021.4,205,0.01033,89.06,False,2025-03-23,A
SC0012601,1200m,製造,YC-08,27.81,50.4,0.9,120.0,122.01,1020.0,613,0.01049,89.02,False,2025-03-23,A
SC0012602,1000m,試作品,YC-08,27.74,50.5,0.9,120.0,122.01,1020.2,746,0.01089,89.02,False,2025-03-23,A
SC0012603,1200m,製造,YC-08,27.3,50.4,0.9,120.0,122.02,1020.0,691,0.01062,89.04,False,2025-03-23,A
SC0012604,1200m,製造,YC-08,,51.0,0.9,120.15,122.21,1020.3,1662,0.01099,89.07,False,2025-03-23,A
SC0012605,1200m,製造,YC-08,27.83,50.3,0.9,120.0,122.0,1020.0,344,0.01017,89.03,True,2025-03-23,B
SC0012606,1200m,製造,YC-08,27.69,50.3,0.9,120.02,122.0,1020.0,483,0.01038,89.02,False,2025-03-23,A
SC0012607,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.03,1020.1,552,0.01071,89.07,False,2025-03-23,A
SC0012608,1500m,製造,YC-08,28.42,50.7,0.9,120.0,122.38,1020.6,1079,0.01118,89.06,False,2025-03-23,A
SC0012609,1200m,製造,YC-08,29.78,50.6,0.9,120.0,122.44,1021.3,968,0.01212,89.07,False,2025-03-23,A
SC0012610,1200m,製造,YC-08,27.34,50.1,0.9,120.15,122.3,1021.6,205,0.01027,89.08,False,2025-03-23,A
SC0012611,300m,製造,YC-08,28.53,50.7,0.9,120.0,122.02,1020.0,1163,0.01069,89.04,False,2025-03-23,A
SC0012612,500m,製造,YC-08,28.71,50.8,0.9,120.08,122.1,1020.4,1303,0.01155,89.04,True,2025-03-23,B
SC0012613,1000m,製造,YC-08,27.7,50.3,0.9,120.0,122.09,1020.1,535,0.01032,89.08,False,2025-03-23,A
SC0012614,1200m,製造,YC-08,27.75,50.4,0.9,120.05,122.05,1020.2,587,0.01076,89.06,False,2025-03-23,B
SC0012615,500m,製造,YC-08,28.09,50.5,0.9,120.0,122.02,1020.0,830,0.01049,89.03,False,2025-03-23,A
SC0012616,1200m,試作品,YC-08,29.18,51.0,0.9,120.0,122.35,1020.5,1662,0.01148,89.08,False,2025-03-23,A
SC0012617,1000m,製造,YC-08,29.89,51.3,0.9,120.83,122.56,1021.9,2426,0.01168,89.18,False,2025-03-23,A
SC0012618,1500m,製造,YC-08,28.27,50.6,0.9,120.42,122.25,1021.6,968,0.01106,89.15,True,2025-03-23,B
SC0012619,100m,研究所テスト,YC-08,28.65,50.8,0.9,120.0,122.01,1020.1,1260,0.0105,89.05,False,2025-03-23,A
SC0012620,1000m,製造,YC-08,28.27,50.6,0.9,120.17,122.03,1020.6,968,0.01192,89.04,False,2025-03-23,A
SC0012621,500m,製造,YC-08,27.14,50.1,0.9,120.04,122.01,1020.2,101,0.01011,89.03,False,2025-03-23,A
SC0012622,500m,製造,YC-08,28.13,50.4,0.9,120.2,122.2,1020.5,1137,0.01102,89.04,False,2025-03-23,B
SC0012623,1200m,製造,YC-08,27.63,50.5,0.9,120.02,122.01,1020.0,830,0.01099,89.05,False,2025-03-23,A
SC0012624,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.04,1020.1,691,0.01103,89.05,True,2025-03-23,B
SC0012625,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.24,1020.4,1662,0.01214,89.06,False,2025-03-23,A
SC0012626,1200m,製造,YC-08,28.59,50.8,0.9,120.0,122.0,1020.0,1120,0.01072,89.06,False,2025-03-23,A
SC0012627,1200m,試作品,YC-08,27.45,50.2,0.9,120.0,122.02,1020.0,337,0.0101,89.02,True,2025-03-23,A
SC0012628,500m,試作品,YC-08,27.26,50.3,0.9,120.14,122.08,1020.3,552,0.01044,89.06,False,2025-03-23,A
SC0012629,1200m,製造,YC-08,28.12,50.4,0.9,120.0,122.01,1020.0,934,0.01111,89.04,False,2025-03-23,A
SC0012630,500m,製造,YC-08,28.45,51.5,0.9,120.0,122.06,1020.4,2426,0.01288,89.08,True,2025-03-23,A
SC0012631,1200m,製造,YC-08,28.44,50.7,0.9,120.0,122.03,1020.1,1097,0.0112,89.03,True,2025-03-23,B
SC0012632,1200m,試作品,YC-08,27.76,50.4,0.9,120.0,122.0,1020.0,575,0.01034,89.02,False,2025-03-23,A
SC0012633,1000m,製造,YC-08,27.99,50.4,0.9,120.0,122.01,1020.1,621,0.0108,89.03,False,2025-03-23,A
SC0012634,1500m,製造,YC-08,28.09,50.5,0.9,120.01,122.02,1020.0,830,0.01049,89.04,True,2025-03-23,A
SC0012635,1000m,製造,YC-08,27.73,50.3,0.9,120.0,122.08,1020.2,552,0.01044,89.02,False,2025-03-23,A
SC0012636,1200m,試作品,YC-08,28.8,50.8,0.9,120.22,122.43,1021.5,1371,0.01231,89.07,True,2025-03-23,A
SC0012637,1500m,試作品,YC-08,27.57,50.3,0.9,120.0,122.0,1020.0,436,0.0103,89.03,False,2025-03-23,A
SC0012638,1500m,製造,YC-08,27.7,50.3,0.9,120.0,122.0,1020.0,535,0.01032,89.06,False,2025-03-23,A
SC0012639,1000m,製造,YC-08,28.45,50.7,0.9,120.0,122.01,1020.1,1107,0.01099,89.05,False,2025-03-23,A
SC0012640,1500m,製造,YC-08,29.23,51.1,0.9,120.21,122.41,1021.3,1702,0.01203,89.05,False,2025-03-23,B
SC0012641,1000m,製造,YC-08,27.69,50.3,0.9,120.0,122.1,1020.3,521,0.01036,89.02,True,2025-03-23,A
SC0012642,1200m,製造,YC-08,28.27,50.6,0.9,120.19,122.13,1020.3,968,0.01077,89.09,True,2025-03-23,B
SC0012643,1500m,製造,YC-08,27.86,50.4,0.9,120.0,122.09,1020.3,656,0.01111,89.13,True,2025-03-23,B
SC0012644,300m,製造,YC-08,27.78,50.4,0.9,120.02,122.0,1020.0,592,0.01041,89.02,True,2025-03-23,A
SC0012645,1000m,製造,YC-08,27.36,50.2,0.9,120.0,122.03,1020.1,275,0.01038,89.03,False,2025-03-23,A
SC0012646,1200m,製造,YC-08,27.68,50.3,0.9,120.0,122.01,1020.2,517,0.01062,89.03,False,2025-03-23,A
SC0012647,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.09,1020.2,344,0.01031,89.05,False,2025-03-23,A
SC0012648,1200m,製造,YC-08,28.05,50.5,0.9,120.0,122.01,1020.1,795,0.01071,89.03,False,2025-03-23,A
SC0012649,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.04,1020.1,691,0.01082,89.04,True,2025-03-23,B
SC0012650,1200m,製造,YC-08,27.07,50.1,0.9,120.0,122.24,1020.4,200,0.01018,89.04,False,2025-03-23,A
SC0012651,1500m,製造,YC-08,29.27,51.1,0.9,120.0,123.87,1024.1,1732,0.01275,89.8,False,2025-03-23,A
SC0012652,1500m,製造,YC-08,28.42,50.7,0.9,120.14,122.03,1021.0,1079,0.01161,89.12,False,2025-03-23,A
SC0012653,1000m,製造,YC-08,27.12,50.2,0.9,120.05,122.09,1020.2,344,0.01027,89.04,False,2025-03-23,A
SC0012654,1000m,製造,YC-08,28.78,50.4,0.9,120.05,122.09,1020.1,621,0.01074,89.04,False,2025-03-23,A
SC0012655,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.03,1020.0,413,0.01029,89.04,False,2025-03-23,A
SC0012656,1200m,製造,YC-08,27.21,50.1,0.9,120.09,122.03,1020.1,157,0.01014,89.03,False,2025-03-23,A
SC0012657,1200m,製造,YC-08,27.28,50.9,0.9,120.0,122.25,1020.9,1385,0.01137,89.09,False,2025-03-23,A
SC0012658,500m,試作品,YC-08,28.79,50.8,0.9,120.0,122.0,1020.0,1367,0.01068,89.04,False,2025-03-23,A
SC0012659,1000m,製造,YC-08,29.27,51.1,0.9,120.0,122.01,1020.4,1732,0.01258,89.09,False,2025-03-23,A
SC0012660,1000m,製造,YC-08,27.47,52.3,0.9,120.0,122.45,1021.0,1983,0.01295,89.06,False,2025-03-23,A
SC0012661,1200m,製造,YC-08,30.41,51.3,0.9,120.0,122.02,1020.2,1454,0.01115,89.13,False,2025-03-23,A
SC0012662,1500m,製造,YC-08,30.18,51.5,0.9,120.0,122.77,1021.1,2426,0.01192,89.27,True,2025-03-23,B
SC0012663,1000m,製造,YC-08,27.91,50.4,0.9,120.03,122.01,1020.1,691,0.01089,89.05,True,2025-03-23,B
SC0012664,1200m,製造,YC-08,28.18,50.6,0.9,120.0,122.04,1020.3,899,0.01152,89.07,True,2025-03-23,B
SC0012665,1500m,製造,YC-08,27.64,50.3,0.9,120.0,122.22,1020.8,483,0.01053,89.12,False,2025-03-23,A
SC0012666,500m,製造,YC-08,27.93,50.4,0.9,120.0,122.01,1020.0,580,0.01063,89.04,False,2025-03-23,A
SC0012667,1200m,製造,YC-08,29.35,50.5,0.9,120.0,122.01,1020.2,830,0.01074,89.07,False,2025-03-23,A
SC0012668,1200m,製造,YC-08,28.05,50.5,0.9,120.0,122.01,1020.1,795,0.01079,89.03,False,2025-03-23,B
